timePeriod/start/__text,readingQuality/__text,value/__text
1692027000,ACTUAL,0.69
1692028800,ACTUAL,2.08
1692030600,ACTUAL,0.86
1692032400,ACTUAL,0.39
1692034200,ACTUAL,0.12
1692036000,ACTUAL,0.11
1692037800,ACTUAL,0.1
1692039600,ACTUAL,0.64
1692041400,ACTUAL,0.05
1692043200,ACTUAL,0.06
1692045000,ACTUAL,0.08
1692046800,ACTUAL,0.02
1692048600,ACTUAL,0.06
1692050400,ACTUAL,0.1
1692052200,ACTUAL,0.08
1692054000,ACTUAL,0.08
1692055800,ACTUAL,0.07
1692057600,ACTUAL,0.04
1692059400,ACTUAL,0.22
1692061200,ACTUAL,0.72
1692063000,ACTUAL,0.71
1692064800,ACTUAL,1.2
1692066600,ACTUAL,0.86
1692068400,ACTUAL,0.52
1692070200,ACTUAL,0.84
1692072000,ACTUAL,0.06
1692073800,ACTUAL,0.07
1692075600,ACTUAL,0.06
1692077400,ACTUAL,0.06
1692079200,ACTUAL,0.07
1692081000,ACTUAL,0.06
1692082800,ACTUAL,0.06
1692084600,ACTUAL,0.06
1692086400,ACTUAL,0.06
1692088200,ACTUAL,0.07
1692090000,ACTUAL,0.06
1692091800,ACTUAL,0.17
1692093600,ACTUAL,0.1
1692095400,ACTUAL,0.14
1692097200,ACTUAL,0.65
1692099000,ACTUAL,0.04
1692100800,ACTUAL,0.12
1692102600,ACTUAL,0.54
1692104400,ACTUAL,0.47
1692106200,ACTUAL,0.24
1692108000,ACTUAL,0.23
1692109800,ACTUAL,0.12
1692111600,ACTUAL,0.1
1692113400,ACTUAL,0.1
1692115200,ACTUAL,0.11
1692117000,ACTUAL,0.27
1692118800,ACTUAL,0.14
1692120600,ACTUAL,0.9
1692122400,ACTUAL,0.12
1692124200,ACTUAL,0.06
1692126000,ACTUAL,0.06
1692127800,ACTUAL,0.03
1692129600,ACTUAL,0.07
1692131400,ACTUAL,0.41
1692133200,ACTUAL,0.61
1692135000,ACTUAL,0.6
1692136800,ACTUAL,1.02
1692138600,ACTUAL,0.9
1692140400,ACTUAL,0.88
1692142200,ACTUAL,0.46
1692144000,ACTUAL,1.49
1692145800,ACTUAL,0.25
1692147600,ACTUAL,0.13
1692149400,ACTUAL,0.13
1692151200,ACTUAL,0.71
1692153000,ACTUAL,0.06
1692154800,ACTUAL,0.06
1692156600,ACTUAL,0.08
1692158400,ACTUAL,0.04
1692160200,ACTUAL,0.06
1692162000,ACTUAL,0.08
1692163800,ACTUAL,0.04
1692165600,ACTUAL,0.08
1692167400,ACTUAL,0.55
1692169200,ACTUAL,0.05
1692171000,ACTUAL,0.08
1692172800,ACTUAL,0.04
1692174600,ACTUAL,0.08
1692176400,ACTUAL,0.06
1692178200,ACTUAL,0.17
1692180000,ACTUAL,0.16
1692181800,ACTUAL,0.06
1692183600,ACTUAL,0.08
1692185400,ACTUAL,0.09
1692187200,ACTUAL,1.1
1692189000,ACTUAL,0.17
1692190800,ACTUAL,0.48
1692192600,ACTUAL,0.6
1692194400,ACTUAL,0.65
1692196200,ACTUAL,0.99
1692198000,ACTUAL,0.51
1692199800,ACTUAL,0.18
1692201600,ACTUAL,0.06
1692203400,ACTUAL,0.11
1692205200,ACTUAL,0.08
1692207000,ACTUAL,0.13
1692208800,ACTUAL,0.08
1692210600,ACTUAL,0.63
1692212400,ACTUAL,0.66
1692214200,ACTUAL,0.52
1692216000,ACTUAL,0.45
1692217800,ACTUAL,1.08
1692219600,ACTUAL,0.59
1692221400,ACTUAL,0.58
1692223200,ACTUAL,0.46
1692225000,ACTUAL,0.11
1692226800,ACTUAL,0.05
1692228600,ACTUAL,0.66
1692230400,ACTUAL,1.07
1692232200,ACTUAL,2.04
1692234000,ACTUAL,2.08
1692235800,ACTUAL,1.63
1692237600,ACTUAL,1.22
1692239400,ACTUAL,2.17
1692241200,ACTUAL,2.34
1692243000,ACTUAL,0.8
1692244800,ACTUAL,0.53
1692246600,ACTUAL,0.05
1692248400,ACTUAL,0.06
1692250200,ACTUAL,0.07
1692252000,ACTUAL,0.04
1692253800,ACTUAL,0.08
1692255600,ACTUAL,0.04
1692257400,ACTUAL,0.06
1692259200,ACTUAL,0.06
1692261000,ACTUAL,0.04
1692262800,ACTUAL,0.08
1692264600,ACTUAL,0.04
1692266400,ACTUAL,0.11
1692268200,ACTUAL,0.16
1692270000,ACTUAL,0.65
1692271800,ACTUAL,0.81
1692273600,ACTUAL,0.3
1692275400,ACTUAL,0.3
1692277200,ACTUAL,0.27
1692279000,ACTUAL,0.19
1692280800,ACTUAL,0.22
1692282600,ACTUAL,0.19
1692284400,ACTUAL,0.2
1692286200,ACTUAL,0.76
1692288000,ACTUAL,0.34
1692289800,ACTUAL,0.14
1692291600,ACTUAL,0.07
1692293400,ACTUAL,0.09
1692295200,ACTUAL,0.07
1692297000,ACTUAL,0.07
1692298800,ACTUAL,0.11
1692300600,ACTUAL,1.23
1692302400,ACTUAL,0.73
1692304200,ACTUAL,0.44
1692306000,ACTUAL,0.43
1692307800,ACTUAL,0.42
1692309600,ACTUAL,0.44
1692311400,ACTUAL,0.44
1692313200,ACTUAL,1.11
1692315000,ACTUAL,0.74
1692316800,ACTUAL,0.36
1692318600,ACTUAL,0.15
1692320400,ACTUAL,1.14
1692322200,ACTUAL,0.74
1692324000,ACTUAL,0.55
1692325800,ACTUAL,0.34
1692327600,ACTUAL,0.2
1692329400,ACTUAL,0.08
1692331200,ACTUAL,0.04
1692333000,ACTUAL,0.08
1692334800,ACTUAL,0.05
1692336600,ACTUAL,0.06
1692338400,ACTUAL,0.07
1692340200,ACTUAL,0.04
1692342000,ACTUAL,0.08
1692343800,ACTUAL,0.04
1692345600,ACTUAL,0.06
1692347400,ACTUAL,0.05
1692349200,ACTUAL,0.05
1692351000,ACTUAL,0.15
1692352800,ACTUAL,0.67
1692354600,ACTUAL,0.11
1692356400,ACTUAL,0.19
1692358200,ACTUAL,0.56
1692360000,ACTUAL,0.45
1692361800,ACTUAL,0.34
1692363600,ACTUAL,0.38
1692365400,ACTUAL,0.23
1692367200,ACTUAL,0.65
1692369000,ACTUAL,0.47
1692370800,ACTUAL,0.24
1692372600,ACTUAL,0.29
1692374400,ACTUAL,0.69
1692376200,ACTUAL,0.38
1692378000,ACTUAL,0.18
1692379800,ACTUAL,0.05
1692381600,ACTUAL,0.07
1692383400,ACTUAL,0.04
1692385200,ACTUAL,0.06
1692387000,ACTUAL,0.03
1692388800,ACTUAL,0.08
1692390600,ACTUAL,0.04
1692392400,ACTUAL,0.08
1692394200,ACTUAL,0.05
1692396000,ACTUAL,1.05
1692397800,ACTUAL,0.04
1692399600,ACTUAL,0.07
1692401400,ACTUAL,0.03
1692403200,ACTUAL,0.06
1692405000,ACTUAL,0.04
1692406800,ACTUAL,0.05
1692408600,ACTUAL,0.04
1692410400,ACTUAL,0.5
1692412200,ACTUAL,0.64
1692414000,ACTUAL,0.49
1692415800,ACTUAL,0.13
1692417600,ACTUAL,0.05
1692419400,ACTUAL,0.08
1692421200,ACTUAL,0.04
1692423000,ACTUAL,0.08
1692424800,ACTUAL,0.04
1692426600,ACTUAL,0.09
1692428400,ACTUAL,0.06
1692430200,ACTUAL,0.08
1692432000,ACTUAL,0.07
1692433800,ACTUAL,0.08
1692435600,ACTUAL,0.08
1692437400,ACTUAL,0.07
1692439200,ACTUAL,0.08
1692441000,ACTUAL,0.67
1692442800,ACTUAL,0.21
1692444600,ACTUAL,0.53
1692446400,ACTUAL,0.57
1692448200,ACTUAL,0.34
1692450000,ACTUAL,0.31
1692451800,ACTUAL,0.24
1692453600,ACTUAL,0.3
1692455400,ACTUAL,0.21
1692457200,ACTUAL,0.22
1692459000,ACTUAL,0.2
1692460800,ACTUAL,0.34
1692462600,ACTUAL,0.66
1692464400,ACTUAL,0.08
1692466200,ACTUAL,0.18
1692468000,ACTUAL,0.22
1692469800,ACTUAL,0.11
1692471600,ACTUAL,0.06
1692473400,ACTUAL,0.05
1692475200,ACTUAL,0.62
1692477000,ACTUAL,0.04
1692478800,ACTUAL,0.05
1692480600,ACTUAL,0.05
1692482400,ACTUAL,0.07
1692484200,ACTUAL,0.68
1692486000,ACTUAL,0.84
1692487800,ACTUAL,1.26
1692489600,ACTUAL,1.55
1692491400,ACTUAL,1.22
1692493200,ACTUAL,1.27
1692495000,ACTUAL,0.64
1692496800,ACTUAL,1.08
1692498600,ACTUAL,0.11
1692500400,ACTUAL,0.11
1692502200,ACTUAL,0.2
1692504000,ACTUAL,0.55
1692505800,ACTUAL,0.32
1692507600,ACTUAL,0.21
1692509400,ACTUAL,0.18
1692511200,ACTUAL,0.11
1692513000,ACTUAL,0.22
1692514800,ACTUAL,0.07
1692516600,ACTUAL,0.08
1692518400,ACTUAL,0.06
1692520200,ACTUAL,0.09
1692522000,ACTUAL,0.06
1692523800,ACTUAL,0.07
1692525600,ACTUAL,0.08
1692527400,ACTUAL,0.07
1692529200,ACTUAL,0.2
1692531000,ACTUAL,0.27
1692532800,ACTUAL,0.22
1692534600,ACTUAL,0.17
1692536400,ACTUAL,0.57
1692538200,ACTUAL,0.8
1692540000,ACTUAL,0.21
1692541800,ACTUAL,0.21
1692543600,ACTUAL,0.2
1692545400,ACTUAL,0.09
1692547200,ACTUAL,0.27
1692549000,ACTUAL,0.26
1692550800,ACTUAL,0.27
1692552600,ACTUAL,0.4
1692554400,ACTUAL,0.13
1692556200,ACTUAL,0.05
1692558000,ACTUAL,0.05
1692559800,ACTUAL,0.19
1692561600,ACTUAL,0.53
1692563400,ACTUAL,0.07
1692565200,ACTUAL,0.04
1692567000,ACTUAL,0.07
1692568800,ACTUAL,0.04
1692570600,ACTUAL,0.54
1692572400,ACTUAL,0.71
1692574200,ACTUAL,1.2
1692576000,ACTUAL,0.83
1692577800,ACTUAL,0.7
1692579600,ACTUAL,0.58
1692581400,ACTUAL,0.35
1692583200,ACTUAL,1.14
1692585000,ACTUAL,0.55
1692586800,ACTUAL,0.48
1692588600,ACTUAL,0.16
1692590400,ACTUAL,0.08
1692592200,ACTUAL,0.05
1692594000,ACTUAL,0.07
1692595800,ACTUAL,0.06
1692597600,ACTUAL,0.07
1692599400,ACTUAL,0.06
1692601200,ACTUAL,0.05
1692603000,ACTUAL,0.07
1692604800,ACTUAL,0.04
1692606600,ACTUAL,0.08
1692608400,ACTUAL,0.21
1692610200,ACTUAL,0.13
1692612000,ACTUAL,0.29
1692613800,ACTUAL,0.16
1692615600,ACTUAL,0.29
1692617400,ACTUAL,1.08
1692619200,ACTUAL,0.82
1692621000,ACTUAL,0.08
1692622800,ACTUAL,1.11
1692624600,ACTUAL,0.26
1692626400,ACTUAL,0.26
1692628200,ACTUAL,0.57
1692630000,ACTUAL,0.2
1692631800,ACTUAL,0.16
1692633600,ACTUAL,0.12
1692635400,ACTUAL,0.71
1692637200,ACTUAL,0.51
1692639000,ACTUAL,0.06
1692640800,ACTUAL,0.07
1692642600,ACTUAL,0.04
1692644400,ACTUAL,0.07
1692646200,ACTUAL,0.02
1692648000,ACTUAL,0.08
1692649800,ACTUAL,0.32
1692651600,ACTUAL,0.58
1692653400,ACTUAL,0.6
1692655200,ACTUAL,0.96
1692657000,ACTUAL,1.6
1692658800,ACTUAL,0.57
1692660600,ACTUAL,0.32
1692662400,ACTUAL,0.34
1692664200,ACTUAL,0.45
1692666000,ACTUAL,0.28
1692667800,ACTUAL,0.6
1692669600,ACTUAL,0.5
1692671400,ACTUAL,0.07
1692673200,ACTUAL,0.05
1692675000,ACTUAL,0.09
1692676800,ACTUAL,0.07
1692678600,ACTUAL,0.05
1692680400,ACTUAL,0.09
1692682200,ACTUAL,0.07
1692684000,ACTUAL,0.06
1692685800,ACTUAL,0.09
1692687600,ACTUAL,0.06
1692689400,ACTUAL,0.06
1692691200,ACTUAL,0.08
1692693000,ACTUAL,0.04
1692694800,ACTUAL,0.08
1692696600,ACTUAL,0.1
1692698400,ACTUAL,0.09
1692700200,ACTUAL,0.16
1692702000,ACTUAL,0.16
1692703800,ACTUAL,0.88
1692705600,ACTUAL,0.82
1692707400,ACTUAL,0.62
1692709200,ACTUAL,0.6
1692711000,ACTUAL,0.38
1692712800,ACTUAL,0.34
1692714600,ACTUAL,0.25
1692716400,ACTUAL,0.2
1692718200,ACTUAL,0.08
1692720000,ACTUAL,0.04
1692721800,ACTUAL,0.03
1692723600,ACTUAL,0.07
1692725400,ACTUAL,0.05
1692727200,ACTUAL,0.04
1692729000,ACTUAL,0.07
1692730800,ACTUAL,0.04
1692732600,ACTUAL,0.05
1692734400,ACTUAL,0.07
1692736200,ACTUAL,0.02
1692738000,ACTUAL,0.06
1692739800,ACTUAL,0.07
1692741600,ACTUAL,0.02
1692743400,ACTUAL,0.08
1692745200,ACTUAL,1.44
1692747000,ACTUAL,1.51
1692748800,ACTUAL,2.11
1692750600,ACTUAL,2.7
1692752400,ACTUAL,1.76
1692754200,ACTUAL,0.79
1692756000,ACTUAL,1.26
1692757800,ACTUAL,0.62
1692759600,ACTUAL,0.51
1692761400,ACTUAL,0.29
1692763200,ACTUAL,0.04
1692765000,ACTUAL,0.06
1692766800,ACTUAL,0.08
1692768600,ACTUAL,0.04
1692770400,ACTUAL,0.07
1692772200,ACTUAL,0.07
1692774000,ACTUAL,0.04
1692775800,ACTUAL,0.08
1692777600,ACTUAL,0.05
1692779400,ACTUAL,0.04
1692781200,ACTUAL,0.09
1692783000,ACTUAL,1.21
1692784800,ACTUAL,0.39
1692786600,ACTUAL,0.36
1692788400,ACTUAL,1.0
1692790200,ACTUAL,0.24
1692792000,ACTUAL,0.22
1692793800,ACTUAL,0.18
1692795600,ACTUAL,0.04
1692797400,ACTUAL,0.07
1692799200,ACTUAL,0.08
1692801000,ACTUAL,0.05
1692802800,ACTUAL,0.04
1692804600,ACTUAL,0.09
1692806400,ACTUAL,0.06
1692808200,ACTUAL,0.03
1692810000,ACTUAL,0.09
1692811800,ACTUAL,0.07
1692813600,ACTUAL,0.03
1692815400,ACTUAL,0.08
1692817200,ACTUAL,0.07
1692819000,ACTUAL,0.03
1692820800,ACTUAL,0.07
1692822600,ACTUAL,0.08
1692824400,ACTUAL,0.03
1692826200,ACTUAL,0.68
1692828000,ACTUAL,0.05
1692829800,ACTUAL,0.05
1692831600,ACTUAL,0.08
1692833400,ACTUAL,1.06
1692835200,ACTUAL,0.88
1692837000,ACTUAL,0.18
1692838800,ACTUAL,0.12
1692840600,ACTUAL,0.17
1692842400,ACTUAL,0.41
1692844200,ACTUAL,0.59
1692846000,ACTUAL,0.45
1692847800,ACTUAL,0.06
1692849600,ACTUAL,0.08
1692851400,ACTUAL,0.05
1692853200,ACTUAL,0.08
1692855000,ACTUAL,0.07
1692856800,ACTUAL,0.09
1692858600,ACTUAL,0.07
1692860400,ACTUAL,0.08
1692862200,ACTUAL,0.07
1692864000,ACTUAL,0.08
1692865800,ACTUAL,0.09
1692867600,ACTUAL,0.75
1692869400,ACTUAL,0.29
1692871200,ACTUAL,0.09
1692873000,ACTUAL,0.1
1692874800,ACTUAL,0.23
1692876600,ACTUAL,0.53
1692878400,ACTUAL,0.6
1692880200,ACTUAL,0.5
1692882000,ACTUAL,0.3
1692883800,ACTUAL,0.24
1692885600,ACTUAL,0.22
1692887400,ACTUAL,0.24
1692889200,ACTUAL,0.19
1692891000,ACTUAL,0.23
1692892800,ACTUAL,0.13
1692894600,ACTUAL,0.1
1692896400,ACTUAL,0.22
1692898200,ACTUAL,0.03
1692900000,ACTUAL,0.03
1692901800,ACTUAL,0.05
1692903600,ACTUAL,0.03
1692905400,ACTUAL,0.04
1692907200,ACTUAL,0.06
1692909000,ACTUAL,0.03
1692910800,ACTUAL,0.04
1692912600,ACTUAL,0.6
1692914400,ACTUAL,1.33
1692916200,ACTUAL,1.49
1692918000,ACTUAL,1.07
1692919800,ACTUAL,0.73
1692921600,ACTUAL,0.47
1692923400,ACTUAL,0.81
1692925200,ACTUAL,0.61
1692927000,ACTUAL,0.15
1692928800,ACTUAL,0.37
1692930600,ACTUAL,0.41
1692932400,ACTUAL,0.82
1692934200,ACTUAL,0.08
1692936000,ACTUAL,0.08
1692937800,ACTUAL,0.04
1692939600,ACTUAL,0.08
1692941400,ACTUAL,0.05
1692943200,ACTUAL,0.07
1692945000,ACTUAL,0.05
1692946800,ACTUAL,0.06
1692948600,ACTUAL,0.06
1692950400,ACTUAL,0.05
1692952200,ACTUAL,0.06
1692954000,ACTUAL,0.05
1692955800,ACTUAL,0.09
1692957600,ACTUAL,0.11
1692959400,ACTUAL,0.11
1692961200,ACTUAL,0.16
1692963000,ACTUAL,0.57
1692964800,ACTUAL,0.35
1692966600,ACTUAL,0.82
1692968400,ACTUAL,0.41
1692970200,ACTUAL,0.15
1692972000,ACTUAL,0.33
1692973800,ACTUAL,0.26
1692975600,ACTUAL,0.25
1692977400,ACTUAL,0.28
1692979200,ACTUAL,0.24
1692981000,ACTUAL,0.29
1692982800,ACTUAL,0.31
1692984600,ACTUAL,0.11
1692986400,ACTUAL,0.07
1692988200,ACTUAL,0.1
1692990000,ACTUAL,0.11
1692991800,ACTUAL,0.06
1692993600,ACTUAL,0.44
1692995400,ACTUAL,0.25
1692997200,ACTUAL,0.06
1692999000,ACTUAL,0.15
1693000800,ACTUAL,1.67
1693002600,ACTUAL,1.36
1693004400,ACTUAL,0.96
1693006200,ACTUAL,0.71
1693008000,ACTUAL,0.53
1693009800,ACTUAL,0.12
1693011600,ACTUAL,0.13
1693013400,ACTUAL,0.14
1693015200,ACTUAL,0.11
1693017000,ACTUAL,0.12
1693018800,ACTUAL,0.03
1693020600,ACTUAL,0.07
1693022400,ACTUAL,0.03
1693024200,ACTUAL,0.06
1693026000,ACTUAL,0.03
1693027800,ACTUAL,0.06
1693029600,ACTUAL,0.04
1693031400,ACTUAL,0.2
1693033200,ACTUAL,0.46
1693035000,ACTUAL,0.05
1693036800,ACTUAL,0.08
1693038600,ACTUAL,0.04
1693040400,ACTUAL,0.08
1693042200,ACTUAL,0.04
1693044000,ACTUAL,0.72
1693045800,ACTUAL,0.05
1693047600,ACTUAL,0.23
1693049400,ACTUAL,0.61
1693051200,ACTUAL,0.36
1693053000,ACTUAL,0.2
1693054800,ACTUAL,0.72
1693056600,ACTUAL,1.16
1693058400,ACTUAL,0.58
1693060200,ACTUAL,0.63
1693062000,ACTUAL,0.32
1693063800,ACTUAL,0.12
1693065600,ACTUAL,0.27
1693067400,ACTUAL,0.16
1693069200,ACTUAL,0.25
1693071000,ACTUAL,0.04
1693072800,ACTUAL,0.06
1693074600,ACTUAL,0.04
1693076400,ACTUAL,0.06
1693078200,ACTUAL,0.05
1693080000,ACTUAL,0.08
1693081800,ACTUAL,0.41
1693083600,ACTUAL,1.56
1693085400,ACTUAL,0.78
1693087200,ACTUAL,0.72
1693089000,ACTUAL,0.69
1693090800,ACTUAL,0.75
1693092600,ACTUAL,0.55
1693094400,ACTUAL,0.75
1693096200,ACTUAL,0.27
1693098000,ACTUAL,0.53
1693099800,ACTUAL,1.34
1693101600,ACTUAL,0.83
1693103400,ACTUAL,1.17
1693105200,ACTUAL,0.41
1693107000,ACTUAL,0.05
1693108800,ACTUAL,0.06
1693110600,ACTUAL,0.06
1693112400,ACTUAL,0.04
1693114200,ACTUAL,0.08
1693116000,ACTUAL,0.05
1693117800,ACTUAL,0.06
1693119600,ACTUAL,0.07
1693121400,ACTUAL,0.04
1693123200,ACTUAL,0.06
1693125000,ACTUAL,0.05
1693126800,ACTUAL,0.06
1693128600,ACTUAL,0.06
1693130400,ACTUAL,0.04
1693132200,ACTUAL,0.08
1693134000,ACTUAL,0.18
1693135800,ACTUAL,0.64
1693137600,ACTUAL,0.38
1693139400,ACTUAL,0.32
1693141200,ACTUAL,0.8
1693143000,ACTUAL,0.19
1693144800,ACTUAL,0.24
1693146600,ACTUAL,0.18
1693148400,ACTUAL,0.22
1693150200,ACTUAL,0.09
1693152000,ACTUAL,0.17
1693153800,ACTUAL,0.62
1693155600,ACTUAL,0.38
1693157400,ACTUAL,0.6
1693159200,ACTUAL,0.06
1693161000,ACTUAL,0.04
1693162800,ACTUAL,0.07
1693164600,ACTUAL,0.04
1693166400,ACTUAL,0.05
1693168200,ACTUAL,0.05
1693170000,ACTUAL,0.06
1693171800,ACTUAL,0.06
1693173600,ACTUAL,0.04
1693175400,ACTUAL,0.73
1693177200,ACTUAL,1.03
1693179000,ACTUAL,1.41
1693180800,ACTUAL,0.68
1693182600,ACTUAL,0.54
1693184400,ACTUAL,0.11
1693186200,ACTUAL,0.13
1693188000,ACTUAL,0.47
1693189800,ACTUAL,0.08
1693191600,ACTUAL,0.1
1693193400,ACTUAL,0.38
1693195200,ACTUAL,0.22
1693197000,ACTUAL,0.09
1693198800,ACTUAL,0.04
1693200600,ACTUAL,0.08
1693202400,ACTUAL,0.05
1693204200,ACTUAL,0.06
1693206000,ACTUAL,0.06
1693207800,ACTUAL,0.05
1693209600,ACTUAL,0.08
1693211400,ACTUAL,0.04
1693213200,ACTUAL,0.13
1693215000,ACTUAL,0.14
1693216800,ACTUAL,0.11
1693218600,ACTUAL,0.16
1693220400,ACTUAL,0.2
1693222200,ACTUAL,0.55
1693224000,ACTUAL,0.52
1693225800,ACTUAL,0.75
1693227600,ACTUAL,0.26
1693229400,ACTUAL,0.21
1693231200,ACTUAL,0.19
1693233000,ACTUAL,0.25
1693234800,ACTUAL,0.06
1693236600,ACTUAL,0.23
1693238400,ACTUAL,0.14
1693240200,ACTUAL,0.22
1693242000,ACTUAL,0.2
1693243800,ACTUAL,0.04
1693245600,ACTUAL,0.06
1693247400,ACTUAL,0.02
1693249200,ACTUAL,0.08
1693251000,ACTUAL,0.03
1693252800,ACTUAL,0.06
1693254600,ACTUAL,0.04
1693256400,ACTUAL,0.43
1693258200,ACTUAL,0.98
1693260000,ACTUAL,0.3
1693261800,ACTUAL,0.09
1693263600,ACTUAL,0.08
1693265400,ACTUAL,0.54
1693267200,ACTUAL,0.4
1693269000,ACTUAL,0.29
1693270800,ACTUAL,0.25
1693272600,ACTUAL,1.17
1693274400,ACTUAL,0.72
1693276200,ACTUAL,0.62
1693278000,ACTUAL,0.31
1693279800,ACTUAL,0.05
1693281600,ACTUAL,0.08
1693283400,ACTUAL,0.05
1693285200,ACTUAL,0.08
1693287000,ACTUAL,0.05
1693288800,ACTUAL,0.08
1693290600,ACTUAL,0.05
1693292400,ACTUAL,0.08
1693294200,ACTUAL,0.05
1693296000,ACTUAL,0.07
1693297800,ACTUAL,0.05
1693299600,ACTUAL,0.07
1693301400,ACTUAL,0.05
1693303200,ACTUAL,0.16
1693305000,ACTUAL,0.14
1693306800,ACTUAL,0.76
1693308600,ACTUAL,0.14
1693310400,ACTUAL,0.1
1693312200,ACTUAL,0.06
1693314000,ACTUAL,0.03
1693315800,ACTUAL,0.07
1693317600,ACTUAL,0.02
1693319400,ACTUAL,0.07
1693321200,ACTUAL,0.02
1693323000,ACTUAL,0.07
1693324800,ACTUAL,0.02
1693326600,ACTUAL,0.07
1693328400,ACTUAL,0.02
1693330200,ACTUAL,0.06
1693332000,ACTUAL,0.02
1693333800,ACTUAL,0.06
1693335600,ACTUAL,0.02
1693337400,ACTUAL,0.06
1693339200,ACTUAL,0.03
1693341000,ACTUAL,0.06
1693342800,ACTUAL,0.08
1693344600,ACTUAL,0.09
1693346400,ACTUAL,0.08
1693348200,ACTUAL,0.03
1693350000,ACTUAL,0.08
1693351800,ACTUAL,0.04
1693353600,ACTUAL,0.06
1693355400,ACTUAL,0.24
1693357200,ACTUAL,1.44
1693359000,ACTUAL,0.78
1693360800,ACTUAL,1.8
1693362600,ACTUAL,0.0
1693364400,ACTUAL,0.0
1693366200,ACTUAL,0.0
1693368000,ACTUAL,0.0
1693369800,ACTUAL,0.0
1693371600,ACTUAL,0.0
1693373400,ACTUAL,0.0
1693375200,ACTUAL,0.0
1693377000,ACTUAL,0.0
1693378800,ACTUAL,0.0
1693380600,ACTUAL,0.0
1693382400,ACTUAL,0.0
1693384200,ACTUAL,0.0
1693386000,ACTUAL,0.0
1693387800,ACTUAL,0.0
1693389600,ACTUAL,0.0
1693391400,ACTUAL,0.0
1693393200,ACTUAL,0.0
1693395000,ACTUAL,0.0
1693396800,ACTUAL,0.0
1693398600,ACTUAL,0.0
1693400400,ACTUAL,0.0
1693402200,ACTUAL,0.0
1693404000,ACTUAL,0.0
1693405800,ACTUAL,0.0
1693407600,ACTUAL,0.0
1693409400,ACTUAL,0.76
1693411200,ACTUAL,0.08
1693413000,ACTUAL,0.08
1693414800,ACTUAL,0.08
1693416600,ACTUAL,0.08
1693418400,ACTUAL,0.07
1693420200,ACTUAL,1.54
1693422000,ACTUAL,0.76
1693423800,ACTUAL,2.05
1693425600,ACTUAL,0.44
1693427400,ACTUAL,0.22
1693429200,ACTUAL,0.21
1693431000,ACTUAL,0.05
1693432800,ACTUAL,0.03
1693434600,ACTUAL,0.06
1693436400,ACTUAL,0.02
1693438200,ACTUAL,0.06
1693440000,ACTUAL,0.02
1693441800,ACTUAL,0.06
1693443600,ACTUAL,0.02
1693445400,ACTUAL,0.06
1693447200,ACTUAL,0.01
1693449000,ACTUAL,0.06
1693450800,ACTUAL,0.02
1693452600,ACTUAL,0.05
1693454400,ACTUAL,0.02
1693456200,ACTUAL,0.04
1693458000,ACTUAL,0.03
1693459800,ACTUAL,0.39
1693461600,ACTUAL,0.52
1693463400,ACTUAL,0.53
1693465200,ACTUAL,0.53
1693467000,ACTUAL,0.3
1693468800,ACTUAL,0.79
1693470600,ACTUAL,0.2
1693472400,ACTUAL,0.16
1693474200,ACTUAL,0.14
1693476000,ACTUAL,0.08
1693477800,ACTUAL,0.17
1693479600,ACTUAL,0.16
1693481400,ACTUAL,0.04
1693483200,ACTUAL,0.04
1693485000,ACTUAL,0.05
1693486800,ACTUAL,0.05
1693488600,ACTUAL,0.04
1693490400,ACTUAL,0.05
1693492200,ACTUAL,0.05
1693494000,ACTUAL,0.05
1693495800,ACTUAL,0.04
1693497600,ACTUAL,0.05
1693499400,ACTUAL,0.04
1693501200,ACTUAL,0.06
1693503000,ACTUAL,0.03
1693504800,ACTUAL,0.06
1693506600,ACTUAL,0.04
1693508400,ACTUAL,0.06
1693510200,ACTUAL,0.03
1693512000,ACTUAL,0.06
1693513800,ACTUAL,0.03
1693515600,ACTUAL,0.07
1693517400,ACTUAL,0.03
1693519200,ACTUAL,0.07
1693521000,ACTUAL,0.03
1693522800,ACTUAL,0.06
1693524600,ACTUAL,0.04
1693526400,ACTUAL,0.06
1693528200,ACTUAL,0.05
1693530000,ACTUAL,0.05
1693531800,ACTUAL,0.05
1693533600,ACTUAL,0.04
1693535400,ACTUAL,0.06
1693537200,ACTUAL,0.04
1693539000,ACTUAL,0.06
1693540800,ACTUAL,0.03
1693542600,ACTUAL,0.07
1693544400,ACTUAL,0.03
1693546200,ACTUAL,0.39
1693548000,ACTUAL,0.48
1693549800,ACTUAL,0.47
1693551600,ACTUAL,0.17
1693553400,ACTUAL,0.19
1693555200,ACTUAL,0.06
1693557000,ACTUAL,0.15
1693558800,ACTUAL,0.12
1693560600,ACTUAL,0.1
1693562400,ACTUAL,0.08
1693564200,ACTUAL,0.1
1693566000,ACTUAL,0.1
1693567800,ACTUAL,0.06
1693569600,ACTUAL,0.03
1693571400,ACTUAL,0.07
1693573200,ACTUAL,0.83
1693575000,ACTUAL,0.06
1693576800,ACTUAL,0.03
1693578600,ACTUAL,0.06
1693580400,ACTUAL,0.04
1693582200,ACTUAL,0.05
1693584000,ACTUAL,0.04
1693585800,ACTUAL,0.06
1693587600,ACTUAL,0.04
1693589400,ACTUAL,0.05
1693591200,ACTUAL,0.04
1693593000,ACTUAL,0.05
1693594800,ACTUAL,0.05
1693596600,ACTUAL,0.04
